#SampleID	Metaphlan2_Analysis
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium neocosmosporiellum	0.05374
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium odoratissimum	0.0301
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium oxysporum	1.10922
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium poae	0.0172
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium proliferatum	0.03439
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium pseudograminearum	0.14188
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium sacchari	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium solani	0.11178
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium sp.	0.0086
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium sp. BWC1	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium sp. HFEW-16-IV-019	0.01935
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium vanettenii	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium verticillioides	0.6191
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium virguliforme	0.04299
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Hymenochaetales|f__Hymenochaetaceae|g__Fuscoporia|s__Fuscoporia gilva	0.05159
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Gaeumannomyces|s__Gaeumannomyces avenae	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Gaeumannomyces|s__Gaeumannomyces graminis	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Gaeumannomyces|s__Gaeumannomyces tritici	0.04514
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Ganoderma|s__Ganoderma boninense	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Ganoderma|s__Ganoderma lucidum	0.28161
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Ganoderma|s__Ganoderma oregonense	0.01935
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Ganoderma|s__Ganoderma sinense	0.01505
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Gelatoporiaceae|g__Gelatoporia|s__Gelatoporia subvermispora	0.04944
k__Fungi|p__Mucoromycota|c__Glomeromycetes|o__Archaeosporales|f__Geosiphonaceae|g__Geosiphon|s__Geosiphon pyriformis	0.00645
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Dipodascaceae|g__Geotrichum|s__Geotrichum citri-aurantii	0.03869
k__Fungi|p__Mucoromycota|c__Glomeromycetes|o__Diversisporales|f__Gigasporaceae|g__Gigaspora|s__Gigaspora margarita	0.04514
k__Fungi|p__Mucoromycota|c__Glomeromycetes|o__Diversisporales|f__Gigasporaceae|g__Gigaspora|s__Gigaspora rosea	0.03224
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Kriegeriales|f__Camptobasidiaceae|g__Glaciozyma|s__Glaciozyma antarctica	0.13758
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Helotiaceae|g__Glarea|s__Glarea lozoyensis	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Gloeophyllales|f__Gloeophyllaceae|g__Gloeophyllum|s__Gloeophyllum trabeum	0.07954
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Cyphellaceae|g__Gloeostereum|s__Gloeostereum incarnatum	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Erysiphales|f__Erysiphaceae|g__Golovinomyces|s__Golovinomyces cichoracearum	0.0215
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Erysiphales|f__Erysiphaceae|g__Golovinomyces|s__Golovinomyces orontii	0.0043
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Cunninghamellaceae|g__Gongronella|s__Gongronella butleri	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Grifolaceae|g__Grifola|s__Grifola frondosa	0.03869
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Grosmannia|s__Grosmannia clavigera	0.04729
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Physalacriaceae|g__Guyanagaster|s__Guyanagaster necrorhizus	0.00645
k__Fungi|p__Ascomycota|c__Lecanoromycetes|o__Teloschistales|f__Teloschistaceae|g__Gyalolechia|s__Gyalolechia flavorubescens	0.03869
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Omphalotaceae|g__Gymnopus|s__Gymnopus androsaceus	0.03869
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Gymnosporangiaceae|g__Gymnosporangium|s__Gymnosporangium asiaticum	0.01935
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Gymnosporangiaceae|g__Gymnosporangium|s__Gymnosporangium japonicum	0.00645
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Gymnosporangiaceae|g__Gymnosporangium|s__Gymnosporangium yamadae	0.01935
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Tricladiaceae|g__Halenospora|s__Halenospora varia	0.00645
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycodaceae|g__Hanseniaspora|s__Hanseniaspora uvarum	0.08384
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Hymenogastraceae|g__Hebeloma|s__Hebeloma cylindrosporum	0.08169
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Hymenogastraceae|g__Hebeloma|s__Hebeloma vinosophyllum	0.01935
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Zaghouaniaceae|g__Hemileia|s__Hemileia vastatrix	0.00645
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Hericiaceae|g__Hericium|s__Hericium erinaceus	0.06664
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Bondarzewiaceae|g__Heterobasidion|s__Heterobasidion abietinum	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Bondarzewiaceae|g__Heterobasidion|s__Heterobasidion annosum	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Bondarzewiaceae|g__Heterobasidion|s__Heterobasidion irregulare	0.04084
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Bondarzewiaceae|g__Heterobasidion|s__Heterobasidion occidentale	0.05589
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Bondarzewiaceae|g__Heterobasidion|s__Heterobasidion parviporum	0.0258
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Ajellomycetaceae|g__Histoplasma|s__Histoplasma capsulatum	0.08599
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Ajellomycetaceae|g__Histoplasma|s__Histoplasma ohiense (nom. inval.)	0.18702
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Ceratocystidaceae|g__Huntiella|s__Huntiella moniliformis	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Ceratocystidaceae|g__Huntiella|s__Huntiella omanensis	0.04514
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Hyaloscyphaceae|g__Hyaloscypha|s__Hyaloscypha bicolor	0.01075
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Hyaloscyphaceae|g__Hyaloscypha|s__Hyaloscypha hepaticicola	0.01075
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Paxillaceae|g__Hydnomerulius|s__Hydnomerulius pinastri	0.01505
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Hygrophoraceae|g__Hygrocybe|s__Hygrocybe sp.	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Hygrophoraceae|g__<not present>|s__Hygrophoraceae sp.	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Helotiaceae|g__Hymenoscyphus|s__Hymenoscyphus fraxineus	0.01505
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Hyphopichia|s__Hyphopichia burtonii	0.03439
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Hyphopichia|s__Hyphopichia pseudoburtonii	0.0172
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__<not present>|g__<not present>|s__Hypocreales sp.	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Hypoxylaceae|g__Hypomontagnella|s__Hypomontagnella monticulosa	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Hypomyces|s__Hypomyces perniciosus	0.0086
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Hypoxylaceae|g__Hypoxylon|s__Hypoxylon sp. C1-4A	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Hypoxylaceae|g__Hypoxylon|s__Hypoxylon sp. CO27-5	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Hypoxylaceae|g__Hypoxylon|s__Hypoxylon sp. EC38	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Lyophyllaceae|g__Hypsizygus|s__Hypsizygus marmoreus	0.04299
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Ilyonectria|s__Ilyonectria destructans	0.05159
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Ilyonectria|s__Ilyonectria robusta	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Boletaceae|g__Imleria|s__Imleria badia	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Hymenochaetales|f__Hymenochaetaceae|g__Inonotus|s__Inonotus obliquus	0.03439
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Irpicaceae|g__Irpex|s__Irpex laceratus	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Irpicaceae|g__Irpex|s__Irpex lacteus	0.06879
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Jaapiales|f__Jaapiaceae|g__Jaapia|s__Jaapia argillacea	0.0129
k__Fungi|p__Mucoromycota|c__Endogonomycetes|o__Endogonales|f__Endogonaceae|g__Jimgerdemannia|s__Jimgerdemannia flammicorona	0.0043
k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Ustilaginaceae|g__Kalmanozyma|s__Kalmanozyma brasiliensis	0.0215
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Keithomyces|s__Keithomyces neogunnii	0.01935
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Kluyveromyces|s__Kluyveromyces lactis	0.15693
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Kluyveromyces|s__Kluyveromyces lactis x Kluyveromyces marxianus	0.00645
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Kluyveromyces|s__Kluyveromyces lactis x Kluyveromyces wickerhamii	0.01935
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Kluyveromyces|s__Kluyveromyces marxianus	0.6492
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Trichomeriaceae|g__Knufia|s__Knufia petricola	0.03439
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Phaffomycetaceae|g__Komagataella|s__Komagataella pastoris	0.38049
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Phaffomycetaceae|g__Komagataella|s__Komagataella phaffii	1.15652
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Hydnangiaceae|g__Laccaria|s__Laccaria bicolor	0.48152
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Lachancea|s__Lachancea kluyveri	0.36759
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Lachancea|s__Lachancea thermotolerans	0.08599
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Lachancea|s__Lachancea waltii	0.01505
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Russulaceae|g__Lactarius|s__Lactarius akahatsu	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Russulaceae|g__Lactarius|s__Lactarius deliciosus	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Russulaceae|g__Lactarius|s__Lactarius hatsudake	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Russulaceae|g__Lactarius|s__Lactarius quietus	0.01505
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Russulaceae|g__Lactarius|s__Lactarius sanguifluus	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Russulaceae|g__Lactarius|s__Lactarius vividus	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Laetiporaceae|g__Laetiporus|s__Laetiporus sulphureus	0.01505
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Botryosphaeriales|f__Botryosphaeriaceae|g__Lasiodiplodia|s__Lasiodiplodia hormozganensis	0.05159
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Botryosphaeriales|f__Botryosphaeriaceae|g__Lasiodiplodia|s__Lasiodiplodia theobromae	0.30525
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Coniochaetales|f__Coniochaetaceae|g__Coniochaeta|s__Lecythophora sp. DC-F1	0.0172
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Omphalotaceae|g__Lentinula|s__Lentinula aciculospora	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Omphalotaceae|g__Lentinula|s__Lentinula aff. boryana	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Omphalotaceae|g__Lentinula|s__Lentinula boryana	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Omphalotaceae|g__Lentinula|s__Lentinula edodes	0.89641
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Omphalotaceae|g__Lentinula|s__Lentinula lateritia	0.00645
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Omphalotaceae|g__Lentinula|s__Lentinula raphanica	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Lentinus|s__Lentinus tigrinus	0.06449
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Clitocybaceae|g__Lepista|s__Lepista sordida	0.0215
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Leptographium|s__Leptographium procerum	0.06449
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Leptosphaeriaceae|g__Leptosphaeria|s__Leptosphaeria biglobosa	0.05374
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Leptosphaeriaceae|g__Leptosphaeria|s__Leptosphaeria maculans	0.21712
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Agaricaceae|g__Leucoagaricus|s__Leucoagaricus gongylophorus	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Agaricaceae|g__Leucoagaricus|s__Leucoagaricus leucothites	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Clitocybaceae|g__Leucocalocybe|s__Leucocalocybe mongolica	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Agaricaceae|g__Leucocoprinus|s__Leucocoprinus sp. HDFL-2013	0.0043
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Leucosporidiales|f__Leucosporidiaceae|g__Leucosporidium|s__Leucosporidium creatinivorum	0.00645
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Erysiphales|f__Erysiphaceae|g__Leveillula|s__Leveillula taurica	0.0043
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Lichtheimiaceae|g__Lichtheimia|s__Lichtheimia corymbifera	0.04729
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Lichtheimiaceae|g__Lichtheimia|s__Lichtheimia hyalospora	0.02795
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Lichtheimiaceae|g__Lichtheimia|s__Lichtheimia ramosa	0.01935
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Lulworthiales|f__Lulworthiaceae|g__Lindra|s__Lindra thalassiae	0.03224
k__Fungi|p__Mucoromycota|c__Mortierellomycetes|o__Mortierellales|f__Mortierellaceae|g__Linnemannia|s__Linnemannia elongata	0.05804
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Lipomycetaceae|g__Lipomyces|s__Lipomyces starkeyi	0.05374
k__Fungi|p__Ascomycota|c__Lecanoromycetes|o__Peltigerales|f__Lobariaceae|g__Lobaria|s__Lobaria pulmonaria	0.06019
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Lodderomyces|s__Lodderomyces elongisporus	0.0086
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Rhytismatales|f__Rhytismataceae|g__Lophodermium|s__Lophodermium nitens	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Callistosporiaceae|g__Macrocybe|s__Macrocybe gigantea	0.01075
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Botryosphaeriales|f__Botryosphaeriaceae|g__Macrophomina|s__Macrophomina phaseolina	0.03439
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Magnaporthiopsis|s__Magnaporthiopsis incrustans	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Magnaporthiopsis|s__Magnaporthiopsis panicorum	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Magnaporthiopsis|s__Magnaporthiopsis poae	0.0301
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Magnaporthiopsis|s__Magnaporthiopsis rhizophila	0.00645
k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales|f__Malasseziaceae|g__Malassezia|s__Malassezia furfur	0.03869
k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales|f__Malasseziaceae|g__Malassezia|s__Malassezia globosa	0.34824
k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales|f__Malasseziaceae|g__Malassezia|s__Malassezia pachydermatis	0.0043
k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales|f__Malasseziaceae|g__Malassezia|s__Malassezia restricta	0.0301
k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales|f__Malasseziaceae|g__Malassezia|s__Malassezia sympodialis	0.03439
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Malbrancheaceae|g__Malbranchea|s__Malbranchea cinnamomea	0.07739
k__Fungi|p__Basidiomycota|c__Exobasidiomycetes|o__Exobasidiales|f__Brachybasidiaceae|g__Meira|s__Meira miltonrushii	0.01505
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Melampsoraceae|g__Melampsora|s__Melampsora americana	0.00645
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Melampsoraceae|g__Melampsora|s__Melampsora laricis-populina	0.05159
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Melampsoraceae|g__Melampsora|s__Melampsora lini	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Coronophorales|f__Ceratostomataceae|g__Melanospora|s__Melanospora tiffanyae	0.06879
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Chaetosphaeriales|f__Chaetosphaeriaceae|g__Menisporopsis|s__Menisporopsis theobromae	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metarhizium|s__Metarhizium acridum	0.37404
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metarhizium|s__Metarhizium anisopliae	0.05804
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metarhizium|s__Metarhizium pinghaense	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metarhizium|s__Metarhizium robertsii	0.20422
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Metschnikowiaceae|g__Metschnikowia|s__Metschnikowia fructicola	0.0086
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Metschnikowiaceae|g__Metschnikowia|s__Metschnikowia pulcherrima	0.02365
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Meyerozyma|s__Meyerozyma caribbica	0.0172
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Meyerozyma|s__Meyerozyma guilliermondii	0.12253
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae|g__Microascus|s__Microascus trigonosporus	0.0301
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Microbotryales|f__Microbotryaceae|g__Microbotryum|s__Microbotryum intermedium	0.0129
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Microbotryales|f__Microbotryaceae|g__Microbotryum|s__Microbotryum violaceum	0.06234
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Microdochiaceae|g__Microdochium|s__Microdochium nivale	0.02365
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Arthrodermataceae|g__Microsporum|s__Microsporum canis	0.08169
k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Ustilaginaceae|g__Moesziomyces|s__Moesziomyces aphidis	0.04084
k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Ustilaginaceae|g__Moesziomyces|s__Moesziomyces sp. GD-2020a	0.00645
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Monascus|s__Monascus pilosus	0.01935
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Monascus|s__Monascus purpureus	0.07954
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Monascus|s__Monascus ruber	0.09029
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae|g__Monilinia|s__Monilinia fructicola	0.11823
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae|g__Monilinia|s__Monilinia fructigena	0.0129
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae|g__Monilinia|s__Monilinia laxa	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Hyponectriaceae|g__Monographella|s__Monographella sp.	0.0129
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Morchellaceae|g__Morchella|s__Morchella conica	0.03439
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Morchellaceae|g__Morchella|s__Morchella importuna	0.10533
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Morchellaceae|g__Morchella|s__Morchella sextelata	0.04084
k__Fungi|p__Mucoromycota|c__Mortierellomycetes|o__Mortierellales|f__Mortierellaceae|g__Mortierella|s__Mortierella alpina	0.0172
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Cystofilobasidiales|f__Mrakiaceae|g__Mrakia|s__Mrakia gelida	0.0043
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Cystofilobasidiales|f__Mrakiaceae|g__Mrakia|s__Mrakia psychrophila	0.01935
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Mucoraceae|g__Mucor|s__Mucor circinelloides	0.06879
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Mucoraceae|g__Mucor|s__Mucor irregularis	0.04084
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Mucoraceae|g__Mucor|s__Mucor lusitanicus	0.06449
